car_id,lap_number,lap_time_s,cumulative_time_s,median_pace,pit_like,position,gap_to_leader_s,gap_to_front_s,lap_progress,relative_gap,target_next_lap
GR86-062-012,0,0.535,0.535,176.965,False,1,0.0,0.0,0.0,0.0,854.368
GR86-002-2,0,23.219,23.219,171.21699999999998,False,2,22.684,22.684,0.0,22.684,900.241
GR86-004-78,1,229.763,229.763,171.24599999999998,False,1,0.0,0.0,3.0517578125e-05,0.0,208.027
GR86-049-88,1,231.577,231.577,169.915,True,2,1.813999999999993,1.813999999999993,3.0517578125e-05,1.813999999999993,204.594
GR86-037-03,1,843.722,843.722,171.78,True,3,613.959,612.145,3.0517578125e-05,612.145,235.323
GR86-030-18,1,846.388,846.388,191.662,True,4,616.625,2.6660000000000537,3.0517578125e-05,2.6660000000000537,234.195
GR86-057-57,1,850.805,850.805,190.361,True,5,621.0419999999999,4.416999999999916,3.0517578125e-05,4.416999999999916,234.066
GR86-012-8,1,851.508,851.508,189.3035,True,6,621.745,0.7030000000000882,3.0517578125e-05,0.7030000000000882,233.497
GR86-062-012,1,854.368,854.903,176.965,True,7,625.14,3.394999999999982,3.0517578125e-05,3.394999999999982,233.618
GR86-021-86,1,857.501,857.501,189.6315,True,8,627.7379999999999,2.5979999999999563,3.0517578125e-05,2.5979999999999563,232.391
GR86-065-5,1,861.583,861.583,172.142,True,9,631.8199999999999,4.081999999999994,3.0517578125e-05,4.081999999999994,-0.002
GR86-032-15,1,862.284,862.284,174.829,True,10,632.521,0.7010000000000218,3.0517578125e-05,0.7010000000000218,232.17
GR86-013-80,1,863.889,863.889,217.698,True,11,634.126,1.6050000000000182,3.0517578125e-05,1.6050000000000182,232.18
GR86-040-3,1,869.3,869.3,173.3,True,12,639.5369999999999,5.4109999999999445,3.0517578125e-05,5.4109999999999445,231.901
GR86-035-11,1,872.243,872.243,173.843,True,13,642.48,2.9430000000000973,3.0517578125e-05,2.9430000000000973,231.873
GR86-024-41,1,876.937,876.937,172.317,True,14,647.174,4.69399999999996,3.0517578125e-05,4.69399999999996,229.667
GR86-015-31,1,883.843,883.843,170.779,True,15,654.0799999999999,6.905999999999949,3.0517578125e-05,6.905999999999949,229.248
GR86-063-113,1,885.451,885.451,172.488,True,16,655.688,1.608000000000061,3.0517578125e-05,1.608000000000061,229.164
GR86-047-21,1,888.402,888.402,171.392,True,17,658.639,2.951000000000022,3.0517578125e-05,2.951000000000022,229.292
GR86-022-13,1,891.322,891.322,171.387,True,18,661.559,2.919999999999959,3.0517578125e-05,2.919999999999959,229.269
GR86-028-89,1,893.505,893.505,171.908,True,19,663.742,2.1829999999999927,3.0517578125e-05,2.1829999999999927,229.403
GR86-051-71,1,893.876,893.876,170.939,True,20,664.1129999999999,0.3709999999999809,3.0517578125e-05,0.3709999999999809,228.975
GR86-016-55,1,894.545,894.545,170.828,True,21,664.7819999999999,0.6689999999999827,3.0517578125e-05,0.6689999999999827,229.209
GR86-006-7,1,899.325,899.325,170.66,True,22,669.562,4.780000000000086,3.0517578125e-05,4.780000000000086,228.721
GR86-026-72,1,901.928,901.928,173.28,True,23,672.165,2.602999999999952,3.0517578125e-05,2.602999999999952,229.174
GR86-010-16,1,903.555,903.555,170.076,True,24,673.7919999999999,1.6269999999999527,3.0517578125e-05,1.6269999999999527,229.021
GR86-025-47,1,904.178,904.178,170.939,True,25,674.415,0.6230000000000473,3.0517578125e-05,0.6230000000000473,229.386
GR86-036-98,1,906.161,906.161,171.932,True,26,676.3979999999999,1.9829999999999472,3.0517578125e-05,1.9829999999999472,229.096
GR86-002-2,1,900.241,923.46,171.21699999999998,True,27,693.697,17.299000000000092,3.0517578125e-05,17.299000000000092,228.72
GR86-049-88,2,204.594,436.171,169.915,False,1,0.0,0.0,6.103515625e-05,0.0,-0.002
GR86-004-78,2,208.027,437.79,171.24599999999998,False,2,1.6189999999999714,1.6189999999999714,6.103515625e-05,1.6189999999999714,171.867
GR86-065-5,2,-0.002,861.581,172.142,False,3,425.41,423.79100000000005,6.103515625e-05,423.79100000000005,0.079
GR86-065-5,2,0.079,861.66,172.142,False,4,425.489,0.0789999999999508,6.103515625e-05,0.0789999999999508,232.083
GR86-037-03,2,235.323,1079.045,171.78,True,5,642.874,217.3850000000001,6.103515625e-05,217.3850000000001,197.273
GR86-030-18,2,234.195,1080.583,191.662,False,6,644.412,1.538000000000011,6.103515625e-05,1.538000000000011,199.998
GR86-057-57,2,234.066,1084.871,190.361,False,7,648.6999999999998,4.287999999999784,6.103515625e-05,4.287999999999784,199.123
GR86-012-8,2,233.497,1085.005,189.3035,False,8,648.8340000000001,0.1340000000002419,6.103515625e-05,0.1340000000002419,200.595
GR86-062-012,2,233.618,1088.521,176.965,False,9,652.3499999999999,3.515999999999849,6.103515625e-05,3.515999999999849,201.616
GR86-021-86,2,232.391,1089.892,189.6315,False,10,653.721,1.3710000000000946,6.103515625e-05,1.3710000000000946,203.386
GR86-065-5,2,232.083,1093.743,172.142,False,11,657.5719999999999,3.850999999999885,6.103515625e-05,3.850999999999885,232.164
GR86-032-15,2,232.17,1094.454,174.829,False,12,658.2829999999999,0.7110000000000127,6.103515625e-05,0.7110000000000127,204.333
GR86-013-80,2,232.18,1096.069,217.698,False,13,659.8979999999999,1.615000000000009,6.103515625e-05,1.615000000000009,203.216
GR86-040-3,2,231.901,1101.201,173.3,False,14,665.03,5.132000000000062,6.103515625e-05,5.132000000000062,203.45
GR86-035-11,2,231.873,1104.116,173.843,False,15,667.9449999999999,2.914999999999964,6.103515625e-05,2.914999999999964,204.153
GR86-024-41,2,229.667,1106.604,172.317,False,16,670.433,2.4880000000000564,6.103515625e-05,2.4880000000000564,207.416
GR86-015-31,2,229.248,1113.091,170.779,False,17,676.9199999999998,6.486999999999853,6.103515625e-05,6.486999999999853,209.121
GR86-063-113,2,229.164,1114.615,172.488,False,18,678.444,1.5240000000001146,6.103515625e-05,1.5240000000001146,209.291
GR86-047-21,2,229.292,1117.694,171.392,False,19,681.5229999999999,3.078999999999951,6.103515625e-05,3.078999999999951,209.801
GR86-022-13,2,229.269,1120.591,171.387,False,20,684.4199999999998,2.8969999999999345,6.103515625e-05,2.8969999999999345,210.323
GR86-051-71,2,228.975,1122.851,170.939,False,21,686.6799999999998,2.259999999999991,6.103515625e-05,2.259999999999991,211.327
GR86-028-89,2,229.403,1122.908,171.908,False,22,686.7369999999999,0.0570000000000163,6.103515625e-05,0.0570000000000163,211.002
GR86-016-55,2,229.209,1123.754,170.828,False,23,687.5829999999999,0.8460000000000036,6.103515625e-05,0.8460000000000036,211.199
GR86-006-7,2,228.721,1128.046,170.66,False,24,691.875,4.292000000000144,6.103515625e-05,4.292000000000144,211.912
GR86-026-72,2,229.174,1131.102,173.28,False,25,694.931,3.05600000000004,6.103515625e-05,3.05600000000004,212.624
GR86-010-16,2,229.021,1132.576,170.076,False,26,696.405,1.4739999999999327,6.103515625e-05,1.4739999999999327,-0.003
GR86-025-47,2,229.386,1133.564,170.939,False,27,697.393,0.9880000000000564,6.103515625e-05,0.9880000000000564,213.159
GR86-036-98,2,229.096,1135.257,171.932,False,28,699.086,1.6929999999999836,6.103515625e-05,1.6929999999999836,213.7
GR86-002-2,2,228.72,1152.18,171.21699999999998,False,29,716.009,16.923000000000002,6.103515625e-05,16.923000000000002,211.949
GR86-065-5,2,232.164,1325.907,172.142,False,30,889.7359999999999,173.72699999999986,6.103515625e-05,173.72699999999986,203.979
GR86-049-88,3,-0.002,436.169,169.915,False,1,0.0,0.0,9.1552734375e-05,0.0,0.089
GR86-049-88,3,0.089,436.258,169.915,False,2,0.0889999999999986,0.0889999999999986,9.1552734375e-05,0.0889999999999986,171.814
GR86-049-88,3,171.814,608.072,169.915,False,3,171.90300000000002,171.81400000000002,9.1552734375e-05,171.81400000000002,171.905
GR86-004-78,3,171.867,609.6569999999999,171.24599999999998,False,4,173.48799999999994,1.5849999999999227,9.1552734375e-05,1.5849999999999227,169.323
GR86-049-88,3,171.905,779.977,169.915,False,5,343.808,170.32000000000005,9.1552734375e-05,170.32000000000005,0.0
GR86-010-16,3,-0.003,1132.573,170.076,False,6,696.4039999999999,352.5959999999999,9.1552734375e-05,352.5959999999999,0.0
GR86-010-16,3,0.0,1132.573,170.076,False,7,696.4039999999999,0.0,9.1552734375e-05,0.0,213.099
GR86-037-03,3,197.273,1276.318,171.78,False,8,840.149,143.74500000000012,9.1552734375e-05,143.74500000000012,171.78
GR86-030-18,3,199.998,1280.581,191.662,False,9,844.4120000000001,4.263000000000147,9.1552734375e-05,4.263000000000147,183.326
GR86-057-57,3,199.123,1283.994,190.361,False,10,847.8249999999999,3.4129999999997835,9.1552734375e-05,3.4129999999997835,178.1
GR86-012-8,3,200.595,1285.6,189.3035,False,11,849.4310000000002,1.606000000000222,9.1552734375e-05,1.606000000000222,178.012
GR86-062-012,3,201.616,1290.137,176.965,False,12,853.968,4.536999999999807,9.1552734375e-05,4.536999999999807,176.965
GR86-021-86,3,203.386,1293.278,189.6315,False,13,857.109,3.1410000000000764,9.1552734375e-05,3.1410000000000764,175.877
GR86-032-15,3,204.333,1298.787,174.829,False,14,862.618,5.509000000000015,9.1552734375e-05,5.509000000000015,174.829
GR86-013-80,3,203.216,1299.285,217.698,False,15,863.1160000000001,0.4980000000000473,9.1552734375e-05,0.4980000000000473,176.175
GR86-040-3,3,203.45,1304.6509999999998,173.3,False,16,868.4819999999999,5.365999999999758,9.1552734375e-05,5.365999999999758,171.881
GR86-035-11,3,204.153,1308.269,173.843,False,17,872.1,3.6180000000001655,9.1552734375e-05,3.6180000000001655,173.843
GR86-024-41,3,207.416,1314.02,172.317,False,18,877.851,5.750999999999976,9.1552734375e-05,5.750999999999976,172.317
GR86-015-31,3,209.121,1322.212,170.779,False,19,886.043,8.192000000000007,9.1552734375e-05,8.192000000000007,173.039
GR86-063-113,3,209.291,1323.906,172.488,False,20,887.737,1.69399999999996,9.1552734375e-05,1.69399999999996,171.608
GR86-047-21,3,209.801,1327.495,171.392,False,21,891.3260000000001,3.589000000000169,9.1552734375e-05,3.589000000000169,171.392
GR86-022-13,3,210.323,1330.914,171.387,False,22,894.745,3.418999999999869,9.1552734375e-05,3.418999999999869,171.387
GR86-028-89,3,211.002,1333.91,171.908,False,23,897.7410000000001,2.9960000000000946,9.1552734375e-05,2.9960000000000946,171.584
GR86-051-71,3,211.327,1334.178,170.939,False,24,898.0089999999999,0.2679999999998017,9.1552734375e-05,0.2679999999998017,170.612
GR86-016-55,3,211.199,1334.953,170.828,False,25,898.784,0.775000000000091,9.1552734375e-05,0.775000000000091,170.828
GR86-006-7,3,211.912,1339.958,170.66,False,26,903.789,5.005000000000109,9.1552734375e-05,5.005000000000109,170.66
GR86-026-72,3,212.624,1343.726,173.28,False,27,907.557,3.768000000000029,9.1552734375e-05,3.768000000000029,173.28
GR86-010-16,3,213.099,1345.672,170.076,False,28,909.503,1.945999999999913,9.1552734375e-05,1.945999999999913,213.102
GR86-025-47,3,213.159,1346.723,170.939,False,29,910.554,1.0509999999999309,9.1552734375e-05,1.0509999999999309,170.939
GR86-036-98,3,213.7,1348.957,171.932,False,30,912.788,2.233999999999924,9.1552734375e-05,2.233999999999924,171.932
GR86-002-2,3,211.949,1364.129,171.21699999999998,False,31,927.9600000000002,15.172000000000253,9.1552734375e-05,15.172000000000253,169.862
GR86-065-5,3,203.979,1529.886,172.142,False,32,1093.717,165.75699999999983,9.1552734375e-05,165.75699999999983,0.001
GR86-065-5,3,0.001,1529.887,172.142,False,33,1093.7179999999998,0.0009999999999763,9.1552734375e-05,0.0009999999999763,-0.081
GR86-010-16,3,213.102,1558.774,170.076,False,34,1122.605,28.886999999999944,9.1552734375e-05,28.886999999999944,170.079
GR86-065-5,3,-0.081,1733.703,172.142,False,35,1297.534,174.9290000000001,9.1552734375e-05,174.9290000000001,203.897
GR86-065-5,3,203.897,1733.784,172.142,False,36,1297.6149999999998,0.0809999999999036,9.1552734375e-05,0.0809999999999036,172.142
GR86-004-78,4,169.323,778.98,171.24599999999998,False,1,0.0,0.0,0.0001220703125,0.0,169.794
GR86-049-88,4,0.0,779.977,169.915,False,2,0.9969999999999573,0.9969999999999573,0.0001220703125,0.9969999999999573,-0.09
GR86-049-88,4,-0.09,949.892,169.915,False,3,170.91199999999992,169.91499999999996,0.0001220703125,169.91499999999996,170.005
GR86-049-88,4,170.005,949.982,169.915,False,4,171.00199999999995,0.0900000000000318,0.0001220703125,0.0900000000000318,169.915
GR86-049-88,4,169.915,1119.807,169.915,False,5,340.827,169.82500000000005,0.0001220703125,169.82500000000005,169.788
GR86-037-03,4,171.78,1448.098,171.78,False,6,669.1179999999999,328.29099999999994,0.0001220703125,328.29099999999994,170.198
GR86-057-57,4,178.1,1462.094,190.361,False,7,683.114,13.996000000000096,0.0001220703125,13.996000000000096,181.599
GR86-012-8,4,178.012,1463.612,189.3035,False,8,684.6320000000001,1.518000000000029,0.0001220703125,1.518000000000029,175.278
GR86-030-18,4,183.326,1463.907,191.662,False,9,684.9269999999999,0.2949999999998454,0.0001220703125,0.2949999999998454,181.288
GR86-062-012,4,176.965,1467.102,176.965,False,10,688.1220000000001,3.195000000000164,0.0001220703125,3.195000000000164,174.847
GR86-021-86,4,175.877,1469.155,189.6315,False,11,690.175,2.052999999999884,0.0001220703125,2.052999999999884,173.988
GR86-032-15,4,174.829,1473.616,174.829,False,12,694.636,4.461000000000013,0.0001220703125,4.461000000000013,171.854
GR86-013-80,4,176.175,1475.46,217.698,False,13,696.48,1.844000000000051,0.0001220703125,1.844000000000051,178.245
GR86-040-3,4,171.881,1476.532,173.3,False,14,697.5519999999999,1.071999999999889,0.0001220703125,1.071999999999889,173.3
GR86-035-11,4,173.843,1482.112,173.843,False,15,703.1320000000001,5.580000000000155,0.0001220703125,5.580000000000155,172.799
GR86-024-41,4,172.317,1486.337,172.317,False,16,707.357,4.224999999999909,0.0001220703125,4.224999999999909,172.069
GR86-015-31,4,173.039,1495.251,170.779,False,17,716.271,8.913999999999987,0.0001220703125,8.913999999999987,173.367
GR86-063-113,4,171.608,1495.514,172.488,False,18,716.5340000000001,0.2630000000001473,0.0001220703125,0.2630000000001473,172.488
GR86-047-21,4,171.392,1498.887,171.392,False,19,719.9069999999999,3.37299999999982,0.0001220703125,3.37299999999982,169.488
GR86-022-13,4,171.387,1502.301,171.387,False,20,723.3209999999999,3.4139999999999877,0.0001220703125,3.4139999999999877,169.447
GR86-051-71,4,170.612,1504.79,170.939,False,21,725.81,2.4890000000000327,0.0001220703125,2.4890000000000327,169.178
GR86-028-89,4,171.584,1505.494,171.908,False,22,726.5139999999999,0.7039999999999509,0.0001220703125,0.7039999999999509,169.508
GR86-016-55,4,170.828,1505.781,170.828,False,23,726.8009999999999,0.2870000000000345,0.0001220703125,0.2870000000000345,169.053
GR86-006-7,4,170.66,1510.618,170.66,False,24,731.6379999999999,4.836999999999989,0.0001220703125,4.836999999999989,169.219
GR86-026-72,4,173.28,1517.006,173.28,False,25,738.0260000000001,6.388000000000147,0.0001220703125,6.388000000000147,169.591
GR86-025-47,4,170.939,1517.662,170.939,False,26,738.682,0.6559999999999491,0.0001220703125,0.6559999999999491,169.141
GR86-036-98,4,171.932,1520.889,171.932,False,27,741.9089999999999,3.2269999999998618,0.0001220703125,3.2269999999998618,168.669
GR86-002-2,4,169.862,1533.991,171.21699999999998,False,28,755.011,13.10200000000009,0.0001220703125,13.10200000000009,168.496
GR86-010-16,4,170.079,1728.853,170.076,False,29,949.873,194.86200000000008,0.0001220703125,194.86200000000008,0.001
GR86-010-16,4,0.001,1728.854,170.076,False,30,949.874,0.0009999999999763,0.0001220703125,0.0009999999999763,-0.002
GR86-010-16,4,-0.002,1898.928,170.076,False,31,1119.948,170.07399999999984,0.0001220703125,170.07399999999984,170.076
GR86-010-16,4,170.076,1898.93,170.076,False,32,1119.9499999999998,0.0019999999999527,0.0001220703125,0.0019999999999527,168.62
GR86-065-5,4,172.142,1905.845,172.142,False,33,1126.865,6.915000000000191,0.0001220703125,6.915000000000191,171.259
GR86-004-78,5,169.794,948.774,171.24599999999998,False,1,0.0,0.0,0.000152587890625,0.0,170.625
GR86-049-88,5,169.788,1289.595,169.915,False,2,340.821,340.821,0.000152587890625,340.821,169.786
GR86-037-03,5,170.198,1618.296,171.78,False,3,669.522,328.701,0.000152587890625,328.701,169.445
GR86-012-8,5,175.278,1638.89,189.3035,False,4,690.1160000000001,20.59400000000005,0.000152587890625,20.59400000000005,174.403
GR86-062-012,5,174.847,1641.949,176.965,False,5,693.1750000000001,3.058999999999969,0.000152587890625,3.058999999999969,173.959
GR86-021-86,5,173.988,1643.143,189.6315,False,6,694.369,1.19399999999996,0.000152587890625,1.19399999999996,173.62
GR86-057-57,5,181.599,1643.693,190.361,False,7,694.919,0.5499999999999545,0.000152587890625,0.5499999999999545,176.392
GR86-030-18,5,181.288,1645.195,191.662,False,8,696.4209999999999,1.5019999999999527,0.000152587890625,1.5019999999999527,180.659
GR86-032-15,5,171.854,1645.47,174.829,False,9,696.696,0.2750000000000909,0.000152587890625,0.2750000000000909,172.38
GR86-040-3,5,173.3,1649.832,173.3,False,10,701.0579999999999,4.361999999999853,0.000152587890625,4.361999999999853,170.541
GR86-013-80,5,178.245,1653.705,217.698,False,11,704.9309999999999,3.8730000000000473,0.000152587890625,3.8730000000000473,232.254
GR86-035-11,5,172.799,1654.911,173.843,False,12,706.1370000000001,1.206000000000131,0.000152587890625,1.206000000000131,171.875
GR86-024-41,5,172.069,1658.406,172.317,False,13,709.632,3.494999999999891,0.000152587890625,3.494999999999891,171.51
GR86-063-113,5,172.488,1668.002,172.488,False,14,719.228,9.596000000000004,0.000152587890625,9.596000000000004,170.128
GR86-047-21,5,169.488,1668.375,171.392,False,15,719.601,0.3730000000000473,0.000152587890625,0.3730000000000473,168.6
GR86-015-31,5,173.367,1668.618,170.779,False,16,719.8439999999999,0.2429999999999381,0.000152587890625,0.2429999999999381,170.779
GR86-022-13,5,169.447,1671.748,171.387,False,17,722.974,3.130000000000109,0.000152587890625,3.130000000000109,168.984
GR86-051-71,5,169.178,1673.9679999999998,170.939,False,18,725.1939999999998,2.2199999999998,0.000152587890625,2.2199999999998,170.603
GR86-016-55,5,169.053,1674.834,170.828,False,19,726.0600000000001,0.8660000000002128,0.000152587890625,0.8660000000002128,169.383
GR86-028-89,5,169.508,1675.002,171.908,False,20,726.228,0.1679999999998926,0.000152587890625,0.1679999999998926,171.908
GR86-006-7,5,169.219,1679.837,170.66,False,21,731.063,4.835000000000036,0.000152587890625,4.835000000000036,168.89
GR86-026-72,5,169.591,1686.597,173.28,False,22,737.823,6.759999999999991,0.000152587890625,6.759999999999991,171.932
GR86-025-47,5,169.141,1686.803,170.939,False,23,738.0289999999999,0.2059999999999036,0.000152587890625,0.2059999999999036,169.399
GR86-036-98,5,168.669,1689.558,171.932,False,24,740.784,2.755000000000109,0.000152587890625,2.755000000000109,171.81
GR86-002-2,5,168.496,1702.487,171.21699999999998,False,25,753.7130000000001,12.929000000000087,0.000152587890625,12.929000000000087,172.572
GR86-010-16,5,168.62,2067.548,170.076,False,26,1118.774,365.0609999999997,0.000152587890625,365.0609999999997,181.685
GR86-065-5,5,171.259,2077.104,172.142,False,27,1128.33,9.55600000000004,0.000152587890625,9.55600000000004,172.517
GR86-049-88,6,169.786,1459.381,169.915,False,2,339.982,339.982,0.00018310546875,339.982,870.136
GR86-037-03,6,169.445,1787.741,171.78,False,3,668.3420000000001,328.3600000000001,0.00018310546875,328.3600000000001,169.566
GR86-062-012,6,173.959,1815.908,176.965,False,5,696.5090000000002,2.615000000000009,0.00018310546875,2.615000000000009,-0.537
GR86-032-15,6,172.38,1817.85,174.829,False,7,698.451,1.086999999999989,0.00018310546875,1.086999999999989,169.815
GR86-040-3,6,170.541,1820.373,173.3,False,9,700.9740000000002,0.2880000000000109,0.00018310546875,0.2880000000000109,169.895
GR86-035-11,6,171.875,1826.786,173.843,False,11,707.3870000000002,0.9320000000000164,0.00018310546875,0.9320000000000164,170.619
GR86-024-41,6,171.51,1829.916,172.317,False,12,710.517,3.1299999999998818,0.00018310546875,3.1299999999998818,170.604
GR86-047-21,6,168.6,1836.975,171.392,False,13,717.576,7.058999999999969,0.00018310546875,7.058999999999969,168.785
GR86-063-113,6,170.128,1838.13,172.488,False,14,718.7310000000002,1.1550000000002,0.00018310546875,1.1550000000002,169.981
GR86-015-31,6,170.779,1839.397,170.779,False,15,719.998,1.2669999999998254,0.00018310546875,1.2669999999998254,-0.014
GR86-022-13,6,168.984,1840.732,171.387,False,16,721.3330000000001,1.3350000000000364,0.00018310546875,1.3350000000000364,169.835
GR86-016-55,6,169.383,1844.217,170.828,False,17,724.8180000000002,3.4850000000001278,0.00018310546875,3.4850000000001278,168.818
GR86-051-71,6,170.603,1844.571,170.939,False,18,725.172,0.3539999999998144,0.00018310546875,0.3539999999998144,170.939
GR86-028-89,6,171.908,1846.91,171.908,False,19,727.5110000000002,2.339000000000169,0.00018310546875,2.339000000000169,170.995
GR86-006-7,6,168.89,1848.727,170.66,False,20,729.3280000000002,1.8170000000000075,0.00018310546875,1.8170000000000075,169.029
GR86-025-47,6,169.399,1856.202,170.939,False,21,736.8030000000001,7.474999999999909,0.00018310546875,7.474999999999909,169.138
GR86-026-72,6,171.932,1858.529,173.28,False,22,739.1300000000001,2.326999999999998,0.00018310546875,2.326999999999998,170.664
GR86-036-98,6,171.81,1861.368,171.932,False,23,741.969,2.838999999999942,0.00018310546875,2.838999999999942,167.794
GR86-002-2,6,172.572,1875.059,171.21699999999998,False,24,755.6600000000001,13.691000000000033,0.00018310546875,13.691000000000033,168.819
GR86-015-31,6,-0.014,2010.178,170.779,False,26,890.779,124.21899999999982,0.00018310546875,124.21899999999982,0.002
GR86-015-31,6,0.002,2010.18,170.779,False,27,890.781,0.0019999999999527,0.00018310546875,0.0019999999999527,170.795
GR86-015-31,6,170.795,2010.192,170.779,False,28,890.7930000000001,0.0120000000001709,0.00018310546875,0.0120000000001709,0.007
GR86-010-16,6,181.685,2249.233,170.076,False,29,1129.8340000000003,239.04100000000017,0.00018310546875,239.04100000000017,167.577
GR86-065-5,6,172.517,2249.621,172.142,False,30,1130.2220000000002,0.3879999999999199,0.00018310546875,0.3879999999999199,170.036
GR86-015-31,7,0.007,2010.187,170.779,False,8,52.87999999999988,2.076000000000022,0.000213623046875,2.076000000000022,-0.005
GR86-002-2,7,168.819,2043.878,171.21699999999998,False,17,86.57100000000014,14.685000000000173,0.000213623046875,14.685000000000173,-23.22
GR86-015-31,7,-0.005,2178.993,170.779,False,18,221.68599999999992,135.11499999999978,0.000213623046875,135.11499999999978,168.811
GR86-015-31,7,168.811,2178.998,170.779,False,19,221.69100000000003,0.0050000000001091,0.000213623046875,0.0050000000001091,168.799
GR86-062-012,32768,-0.537,1815.371,176.965,False,1,0.0,0.0,1.0,0.0,633.19
GR86-002-2,32768,-23.22,2020.658,171.21699999999998,False,2,205.28700000000003,205.28700000000003,1.0,205.28700000000003,513.869
